Eleccion,,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2015,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,DN_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017,paso_2017
,,VOTOS,VOTOS,VOTOS,VOTOS,VOTOS,VOTOS,VOTOS,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS,VOTOS,VOTOS,VOTOS,VOTOS,VOTOS,VOTOS,VOTOS,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS,VOTOS,VOTOS,VOTOS,VOTOS,VOTOS,VOTOS,VOTOS,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct,VOTOS_pct
Denominacion,,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,ALIANZA FRENTE PARA LA VICTORIA,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),CAMBIEMOS,ELECTORES,VOTANTES,VOTOS BLANCOS,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,ALIANZA FRENTE PARA LA VICTORIA,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA),CAMBIEMOS,ELECTORES,VOTANTES,VOTOS BLANCOS,1PAIS,CAMBIEMOS,ELECTORES,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,FRENTE JUSTICIALISTA,UNIDAD CIUDADANA,VOTANTES,VOTOS BLANCOS,1PAIS,CAMBIEMOS,ELECTORES,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,FRENTE JUSTICIALISTA,UNIDAD CIUDADANA,VOTANTES,VOTOS BLANCOS,1PAIS,CAMBIEMOS,ELECTORES,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,FRENTE JUSTICIALISTA,UNIDAD CIUDADANA,VOTANTES,VOTOS BLANCOS,1PAIS,CAMBIEMOS,ELECTORES,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,FRENTE JUSTICIALISTA,UNIDAD CIUDADANA,VOTANTES,VOTOS BLANCOS
dpto_merger_str,PROV_REF_ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
general san martin,2,12217.0,80300.0,54630.0,78633.0,330387.0,249394.0,16329.0,0.03697784719132411,0.24304830395869087,0.16535154228223264,0.23800270591760572,1.0,0.7548541558838574,0.049423857476232416,29776.0,102246.0,349945.0,14890.0,16577.0,86221.0,255181.0,5870.0,0.08508765663175642,0.292177342153767,1.0,0.04254954349969281,0.04737030104730743,0.24638443183928904,0.7292031604966495,0.01677406449584935,40152.0,79365.0,335636.0,9765.0,17725.0,70612.0,235281.0,8668.0,0.11962959873195962,0.23646152379363358,1.0,0.0290940185200634,0.05281018722663838,0.21038267647093875,0.7010004886245814,0.025825596777461296
general viamonte,2,156.0,3773.0,1813.0,4458.0,14230.0,11829.0,1346.0,0.010962754743499649,0.2651440618411806,0.12740688685874912,0.31328179901616304,1.0,0.8312719606465214,0.09458889669711876,1018.0,6311.0,15680.0,237.0,376.0,4076.0,12548.0,423.0,0.0649234693877551,0.4024872448979592,1.0,0.015114795918367348,0.023979591836734693,0.2599489795918367,0.8002551020408163,0.02697704081632653,1349.0,4789.0,14980.0,130.0,432.0,3795.0,11586.0,591.0,0.09005340453938585,0.3196929238985314,1.0,0.008678237650200267,0.02883845126835781,0.25333778371161547,0.7734312416555407,0.03945260347129506
general villegas,2,276.0,3060.0,6373.0,7296.0,23601.0,19260.0,2048.0,0.011694419727977629,0.12965552307105632,0.27003093089275876,0.30913944324393033,1.0,0.816067115800178,0.08677598406847167,4226.0,9739.0,24817.0,420.0,693.0,2979.0,19153.0,919.0,0.17028649715920538,0.39243260668090424,1.0,0.016923882822258936,0.027924406656727244,0.1200386831607366,0.7717693516541081,0.037031067413466574,4871.0,7510.0,24818.0,245.0,1249.0,2692.0,18067.0,993.0,0.196268837134338,0.3026029494721573,1.0,0.00987186719316625,0.05032637601740672,0.10846965911838181,0.7279796921589169,0.040011282133935046
guamini,2,94.0,2944.0,625.0,2933.0,8839.0,7248.0,800.0,0.010634687181807897,0.3330693517366218,0.07070935626202059,0.33182486706641023,1.0,0.8200022626994004,0.09050797601538636,845.0,3726.0,9825.0,132.0,161.0,2444.0,7596.0,499.0,0.08600508905852418,0.37923664122137407,1.0,0.013435114503816794,0.01638676844783715,0.24875318066157762,0.7731297709923665,0.05078880407124682,956.0,3287.0,9833.0,66.0,166.0,2135.0,7501.0,700.0,0.09722363469948134,0.33428251805145937,1.0,0.006712091935319841,0.016881928200955965,0.21712600427133122,0.7628394182853656,0.07118885385945287
hipolito yrigoyen,2,70.0,2035.0,508.0,2372.0,7173.0,5568.0,774.0,0.009758817788930712,0.2837027742924857,0.07082113481109717,0.3306845113620521,1.0,0.7762442492680887,0.10790464240903387,307.0,2893.0,7998.0,90.0,1180.0,1154.0,6197.0,458.0,0.03838459614903726,0.3617154288572143,1.0,0.011252813203300824,0.14753688422105526,0.14428607151787948,0.7748187046761691,0.05726431607901975,430.0,2590.0,8009.0,47.0,1156.0,936.0,5812.0,450.0,0.05368959920089899,0.3233861905356474,1.0,0.005868398052191285,0.14433762017730054,0.11686852291172431,0.7256836059433138,0.05618678986140592
hurlingham,2,5298.0,40264.0,27106.0,32013.0,146145.0,113895.0,7041.0,0.036251667864107565,0.27550720175168497,0.1854733312805775,0.21904957405316638,1.0,0.7793287488453249,0.048178179205583496,12231.0,45176.0,152979.0,7199.0,5786.0,43718.0,117963.0,2524.0,0.07995215029513855,0.29530850639630274,1.0,0.04705874662535381,0.03782218474431131,0.285777786493571,0.7711058380562038,0.016498996594303792,16104.0,36388.0,147035.0,4784.0,6085.0,36829.0,108790.0,4206.0,0.10952494304077261,0.24747849151562554,1.0,0.032536470908287145,0.04138470432210018,0.2504777773999388,0.739891862481722,0.028605434080321013
ituzaingo,2,5370.0,36915.0,23280.0,34279.0,138879.0,112642.0,5898.0,0.038666753072818784,0.26580692545309226,0.16762793510897975,0.2468263740378315,1.0,0.8110801489066022,0.04246862376601214,12474.0,46106.0,144638.0,6606.0,5130.0,38926.0,114578.0,3487.0,0.08624289605774416,0.3187682351802431,1.0,0.04567264480980102,0.03546785768608526,0.2691270620445526,0.7921707988218863,0.024108463889157758,17090.0,37011.0,142528.0,4528.0,5618.0,34958.0,107869.0,3624.0,0.11990626403233048,0.2596752918724742,1.0,0.031769196228109566,0.03941681634485855,0.24527110462505614,0.7568267287831163,0.02542658284687921
jose c. paz,2,6620.0,72456.0,34102.0,29872.0,203933.0,159065.0,15594.0,0.03246164181373294,0.35529316000843414,0.16722158748216326,0.14647948100601668,1.0,0.7799865642147176,0.07646629039929781,15861.0,45264.0,219306.0,8569.0,7254.0,79148.0,164780.0,6439.0,0.07232360263741074,0.2063965418182813,1.0,0.03907325836958405,0.03307707039479084,0.3609021185010898,0.7513702315486125,0.02936080180204828,21421.0,33207.0,208842.0,5825.0,6699.0,66119.0,148274.0,8966.0,0.10257036419877227,0.15900537248254662,1.0,0.027891899139062065,0.032076881087137646,0.31659819384989607,0.7099817086601354,0.04293197728426274
junin,2,1545.0,15685.0,13046.0,22219.0,75964.0,57923.0,6285.0,0.020338581433310514,0.20647938497182877,0.17173924490548154,0.29249381285872256,1.0,0.7625059238586699,0.08273655942288452,6656.0,30570.0,79101.0,2122.0,2614.0,16221.0,59166.0,2350.0,0.0841455860229327,0.38646793340160046,1.0,0.02682646237089291,0.0330463584531169,0.20506693973527515,0.7479804300830584,0.029708853238265002,8935.0,24656.0,78412.0,1269.0,3218.0,13466.0,56698.0,3208.0,0.11394939550068867,0.3144416670917717,1.0,0.016183747385604245,0.0410396367902872,0.17173391827781462,0.7230781002907718,0.040912105290006634
la costa,2,1981.0,15674.0,7893.0,18231.0,65517.0,50240.0,3914.0,0.030236427186837004,0.23923561823648823,0.12047254910939145,0.2782636567608407,1.0,0.7668238777721813,0.05974022009554772,4476.0,22860.0,70210.0,1976.0,1896.0,15522.0,50566.0,2442.0,0.06375160233584959,0.32559464463751603,1.0,0.02814413901153682,0.027004700185158808,0.22107961828799316,0.72021079618288,0.03478137017518872,5698.0,18471.0,69170.0,1261.0,1651.0,13348.0,45976.0,2653.0,0.08237675292756975,0.26703773312129536,1.0,0.018230446725459013,0.02386872921786902,0.19297383258638137,0.6646812201821599,0.03835477808298395
la matanza,2,33320.0,339921.0,144432.0,168096.0,992574.0,753611.0,50092.0,0.033569285514228664,0.3424641386939412,0.14551257639228915,0.16935361998198623,1.0,0.7592491844436787,0.0504667662058446,72338.0,232903.0,1079920.0,43457.0,38934.0,379402.0,809256.0,18335.0,0.06698459145121861,0.2156669012519446,1.0,0.04024094377361286,0.03605267056819023,0.3513241721609008,0.749366619749611,0.01697810948959182,94065.0,178341.0,1027286.0,28427.0,39023.0,327656.0,740641.0,28293.0,0.09156651604324405,0.17360404016018907,1.0,0.027671943353652244,0.037986500351411386,0.3189530471553199,0.7209686494316091,0.027541502561117353
la plata,2,26296.0,112023.0,63605.0,156540.0,531539.0,411253.0,24201.0,0.04947144047755668,0.21075217434656723,0.119661962715812,0.2945033196058991,1.0,0.7737024000120405,0.04553005517939417,36062.0,201129.0,567623.0,27649.0,22986.0,113650.0,418791.0,13229.0,0.0635316046037599,0.35433553608645174,1.0,0.04871014740417495,0.04049518782713174,0.2002209212804978,0.7377977988911655,0.023305961879627853,46935.0,158275.0,533701.0,18877.0,24851.0,94062.0,376629.0,13876.0,0.08794249963931115,0.29656118313437674,1.0,0.03536999181189467,0.046563525269767155,0.17624475127459008,0.7056928879653589,0.025999576541921414
lanus,2,14473.0,101449.0,56722.0,95261.0,378409.0,283133.0,13982.0,0.038246976155429706,0.2680935178603046,0.1498960119870299,0.251740841259061,1.0,0.7482195190917763,0.03694943830617137,30141.0,121382.0,396943.0,17765.0,12771.0,111614.0,299681.0,6040.0,0.0759328165504871,0.3057920154782929,1.0,0.04475453654554936,0.03217338509559307,0.2811839483250744,0.7549723763865341,0.015216290500147377,39917.0,98960.0,389660.0,11347.0,15686.0,94489.0,280635.0,10081.0,0.10244058923163783,0.2539649951239542,1.0,0.029120258687060516,0.04025560745265103,0.2424908894934045,0.7202047939229071,0.025871272391315505
laprida,2,130.0,3110.0,501.0,2896.0,9156.0,7603.0,644.0,0.01419833988641328,0.3396679772826562,0.05471821756225426,0.3162953254696374,1.0,0.8303844473569244,0.07033639143730887,550.0,3219.0,9362.0,165.0,151.0,3079.0,7557.0,322.0,0.0587481307412946,0.34383678701132236,1.0,0.017624439222388377,0.016129032258064516,0.3288827173680837,0.8071993163853878,0.03439436017944884,558.0,2698.0,9376.0,250.0,186.0,2595.0,6802.0,374.0,0.0595136518771331,0.28775597269624575,1.0,0.02666382252559727,0.01983788395904437,0.27677047781569963,0.7254692832764505,0.03988907849829351
las flores,2,462.0,4961.0,2012.0,6019.0,19906.0,16021.0,2105.0,0.02320908268863659,0.2492213402994072,0.1010750527479152,0.3023711443785793,1.0,0.8048327137546468,0.10574701095147192,2801.0,7576.0,21111.0,492.0,610.0,4402.0,16559.0,822.0,0.1326796456823457,0.3588650466581403,1.0,0.023305385817820094,0.028894888920468,0.20851688693098386,0.7843778125148028,0.03893704703708967,3393.0,5434.0,19808.0,307.0,528.0,3748.0,14447.0,792.0,0.17129442649434573,0.2743336025848142,1.0,0.015498788368336026,0.02665589660743134,0.18921647819063006,0.7293517770597738,0.03998384491114701
leandro n. alem,2,249.0,4139.0,1840.0,4108.0,14647.0,10845.0,1289.0,0.01700006827336656,0.28258346419061925,0.1256229944698573,0.28046698982726836,1.0,0.7404246603400013,0.08800436949545982,754.0,5190.0,14395.0,238.0,412.0,4312.0,11640.0,607.0,0.05237929836748871,0.36054185481069817,1.0,0.016533518582841265,0.02862104897533866,0.2995484543244182,0.8086141021187913,0.04216741924279264,1564.0,4236.0,14745.0,208.0,383.0,3812.0,11124.0,707.0,0.10606985418786029,0.28728382502543237,1.0,0.014106476771787047,0.025974906748050187,0.25852831468294335,0.7544252288911495,0.04794845710410309
lincoln,2,494.0,9623.0,3360.0,12708.0,35330.0,28276.0,2981.0,0.013982451174639117,0.272374752335126,0.09510331163317294,0.35969431078403624,1.0,0.8003396546844042,0.0843758845174073,2766.0,15143.0,36691.0,777.0,1739.0,6948.0,27416.0,1035.0,0.07538633452345261,0.41271701507181596,1.0,0.021176855359624977,0.04739581913820828,0.1893652394320133,0.7472132130495217,0.028208552506064157,3480.0,11571.0,36691.0,440.0,1774.0,6209.0,25025.0,2214.0,0.09484614755662152,0.31536344062576654,1.0,0.011992041645090077,0.04834973154179499,0.16922406039628246,0.6820473685644981,0.060341773186885064
loberia,2,178.0,3669.0,1108.0,5506.0,14239.0,11547.0,1101.0,0.012500877870636983,0.25767258936723086,0.0778144532621673,0.3866844581782429,1.0,0.8109417796193553,0.07732284570545685,1156.0,5764.0,14334.0,336.0,345.0,3129.0,11322.0,450.0,0.08064741174829078,0.4021208315892284,1.0,0.023440770196735034,0.024068647969861866,0.218292172457095,0.7898702385935538,0.031393888656341566,1493.0,4798.0,14195.0,287.0,421.0,2836.0,10730.0,618.0,0.10517787953504755,0.3380063402606552,1.0,0.020218386755899966,0.029658330398027476,0.19978865797816134,0.7558999647763297,0.043536456498767175
lobos,2,576.0,6930.0,3473.0,10222.0,29075.0,23278.0,2340.0,0.019810834049871023,0.23834909716251074,0.11944969905417024,0.35157351676698195,1.0,0.8006190885640585,0.08048151332760103,2199.0,13407.0,31260.0,943.0,1459.0,6058.0,24696.0,844.0,0.07034548944337812,0.4288867562380038,1.0,0.03016634676903391,0.046673064619321816,0.19379398592450417,0.7900191938579655,0.026999360204734486,2670.0,10992.0,31274.0,766.0,1539.0,5880.0,22759.0,1085.0,0.08537443243588924,0.3514740679158406,1.0,0.024493189230670846,0.049210206561360874,0.1880156040161156,0.7277291040480911,0.03469335550297371
lomas de zamora,2,18100.0,154128.0,63929.0,100986.0,497657.0,373761.0,23811.0,0.0363704318436192,0.3097072883532232,0.1284599633884382,0.20292289669390765,1.0,0.7510413799062406,0.04784620732753684,34773.0,133766.0,522876.0,21987.0,17894.0,161432.0,387401.0,9711.0,0.06650333922383127,0.2558273854604151,1.0,0.042050122782457025,0.03422226302220794,0.30873859194149283,0.7409041531835464,0.01857228099970165,46137.0,104982.0,477796.0,14370.0,16222.0,131706.0,337567.0,19330.0,0.09656213111872013,0.21972138737034216,1.0,0.030075597116761128,0.03395172835268608,0.27565320764510376,0.7065086354846001,0.04045659653910874
lujan,2,2083.0,16930.0,11963.0,26230.0,81511.0,62671.0,5565.0,0.025554833090012392,0.20770202794714823,0.14676546723755077,0.3217970580657825,1.0,0.7688655518887021,0.06827299382905375,7338.0,33374.0,88570.0,2743.0,3616.0,17661.0,66991.0,3160.0,0.0828497233826352,0.3768093033758609,1.0,0.030969854352489556,0.04082646494298295,0.19940160325166534,0.7563621993903128,0.035677994806367845,8849.0,25054.0,84015.0,1716.0,3335.0,16768.0,61511.0,3790.0,0.10532642980420164,0.2982086532166875,1.0,0.020424924120692734,0.03969529250729036,0.19958340772481103,0.7321430696899364,0.045110992084746775
magdalena,2,282.0,2499.0,2755.0,4161.0,13631.0,11243.0,1129.0,0.020688137334018048,0.1833321106301812,0.20211283104687844,0.30526006896045776,1.0,0.8248110923629961,0.08282591152519991,1635.0,5940.0,14912.0,384.0,492.0,2763.0,11880.0,526.0,0.10964324034334764,0.39833690987124465,1.0,0.02575107296137339,0.03299356223175966,0.18528701716738197,0.7966738197424893,0.03527360515021459,1886.0,4555.0,14843.0,216.0,543.0,2699.0,11082.0,725.0,0.12706326214377148,0.30687866334298997,1.0,0.014552314222192279,0.03658290103078892,0.18183655595230075,0.7466145657885872,0.04884457319948798
maipu,2,162.0,1795.0,1009.0,3868.0,9500.0,7031.0,897.0,0.017052631578947368,0.18894736842105264,0.10621052631578948,0.4071578947368421,1.0,0.7401052631578947,0.09442105263157895,1516.0,3984.0,9871.0,179.0,113.0,1693.0,7981.0,463.0,0.15358119744706716,0.40360652416168574,1.0,0.018133927666903048,0.011447675007598015,0.1715125113970216,0.8085300374835377,0.046905075473609566,1668.0,3347.0,9887.0,84.0,108.0,1552.0,7172.0,454.0,0.16870638211793265,0.33852533630019216,1.0,0.008496004854859917,0.010923434813391322,0.15697380398503086,0.7253969859411348,0.045918883382219076
malvinas argentinas,2,8388.0,77464.0,60527.0,33423.0,243702.0,200427.0,17711.0,0.03441908560454982,0.3178636203231816,0.2483648061977333,0.1371470074106901,1.0,0.8224265701553537,0.07267482417050332,23759.0,62560.0,262533.0,12220.0,7696.0,92203.0,209300.0,8001.0,0.0904990991608674,0.23829385258234204,1.0,0.04654652938868638,0.029314409997981208,0.351205372277009,0.7972331097423943,0.030476168710219288,29538.0,47594.0,242249.0,8246.0,7505.0,74067.0,180893.0,9180.0,0.12193239187777864,0.1964672712787256,1.0,0.0340393561996128,0.030980520043426392,0.3057473921460976,0.7467234126869461,0.03789489327097326
mar chiquita,2,374.0,6568.0,2009.0,6618.0,21168.0,17550.0,1214.0,0.017668178382464098,0.31027966742252455,0.09490740740740741,0.3126417233560091,1.0,0.8290816326530612,0.05735071806500378,1636.0,8338.0,23245.0,644.0,641.0,5559.0,17207.0,684.0,0.0703807270380727,0.3587007958700796,1.0,0.027704882770488277,0.027575822757582275,0.2391482039148204,0.7402452140245214,0.029425682942568296,2495.0,6710.0,23249.0,343.0,722.0,4929.0,16708.0,681.0,0.10731644371800937,0.2886145640672717,1.0,0.014753322723558003,0.031055099144049206,0.21200911867177083,0.7186545657877759,0.02929158243365306
marcos paz,2,1051.0,13138.0,7946.0,6625.0,40876.0,31964.0,2921.0,0.025711909188766025,0.3214110969762208,0.19439279772971915,0.1620755455524024,1.0,0.7819747529112437,0.07146002544280262,3939.0,10333.0,43845.0,1458.0,2312.0,13731.0,32851.0,1402.0,0.0898392062949025,0.2356711141521268,1.0,0.03325350667122819,0.05273121222488311,0.3131713992473486,0.7492530505188733,0.0319762800775459,4636.0,7558.0,42469.0,1033.0,3549.0,11431.0,30819.0,1664.0,0.109161976971438,0.17796510395818127,1.0,0.02432362429065907,0.08356683698697874,0.2691610351079611,0.7256822623560715,0.03918152063858344
mercedes,2,1420.0,14265.0,7718.0,15779.0,51907.0,43356.0,2942.0,0.02735661856782322,0.27481842526056216,0.14868900148342226,0.3039859749166779,1.0,0.835263066638411,0.056678290018687266,4112.0,21665.0,53877.0,1721.0,2154.0,11725.0,42450.0,1198.0,0.07632199268704642,0.4021196428902871,1.0,0.03194312972140245,0.03997995434044212,0.21762533177422647,0.7879057854000779,0.022235833472539303,5722.0,17853.0,53676.0,1311.0,2621.0,10518.0,40199.0,1598.0,0.10660257843356435,0.33260675162083614,1.0,0.024424323720098368,0.048830017139876294,0.1959534987704002,0.7489194425814144,0.029771219912064984
merlo,2,11912.0,131054.0,64084.0,56611.0,373940.0,292175.0,23202.0,0.03185537786810718,0.35046798951703484,0.17137508691233888,0.15139059742204633,1.0,0.7813419265122747,0.06204738728138204,33659.0,85631.0,414137.0,17732.0,15798.0,146427.0,309999.0,8739.0,0.08127503700466271,0.20676974044820917,1.0,0.04281674904681301,0.038146796832932095,0.3535714027000727,0.7485421490955891,0.02110171271825507,44144.0,63250.0,399423.0,11243.0,14719.0,129797.0,289128.0,12723.0,0.11051942426950877,0.15835342481529607,1.0,0.028148103639499978,0.03685065707282755,0.3249612566126638,0.7238641740710976,0.03185344859960493
monte,2,301.0,4157.0,3729.0,4435.0,17951.0,13799.0,1254.0,0.016767868085343435,0.2315748426271517,0.20773215976825804,0.24706144504484429,1.0,0.7687036933875551,0.06985683248844075,1577.0,6942.0,18646.0,413.0,837.0,3734.0,14142.0,671.0,0.08457578032822052,0.37230505202188136,1.0,0.02214952268583074,0.04488898423254317,0.20025742786656656,0.7584468518717151,0.035986270513783114,1995.0,5870.0,18670.0,235.0,1007.0,3403.0,13032.0,789.0,0.1068559185859668,0.31440814140332085,1.0,0.012587038028923407,0.05393679700053562,0.1822710230316015,0.698018211033744,0.042260310658810925
monte hermoso,2,144.0,2333.0,875.0,1905.0,7909.0,6089.0,565.0,0.01820710582880263,0.29498040207358706,0.11063345555696043,0.24086483752686813,1.0,0.7698824124415223,0.07143760273106588,226.0,2159.0,7807.0,141.0,2023.0,812.0,5738.0,215.0,0.028948379659280134,0.2765466888689638,1.0,0.018060714743179197,0.25912642500320227,0.10400922249263482,0.7349814269245549,0.02753938772896119,287.0,1806.0,7807.0,90.0,2047.0,798.0,5287.0,306.0,0.036761880363776096,0.231330856923274,1.0,0.011528115793518636,0.2622005892148072,0.10221596003586525,0.6772127577814782,0.03919559369796337
moreno,2,9604.0,105690.0,57885.0,48413.0,318677.0,247545.0,22913.0,0.030137098064811706,0.33165242549666274,0.18164159948788272,0.1519187139329164,1.0,0.7767896647702847,0.0719003881673293,30647.0,77028.0,351048.0,14060.0,16270.0,113948.0,264254.0,10866.0,0.08730145165333515,0.21942298489095508,1.0,0.04005150292837447,0.046346938310430484,0.32459378774412617,0.7527574576696064,0.030953032063991248,37122.0,54951.0,334320.0,8254.0,18290.0,94837.0,234735.0,14384.0,0.11103732950466619,0.1643664752333094,1.0,0.024688920794448434,0.054708064130174684,0.28367133285474994,0.7021267049533381,0.043024647044747545
moron,2,10363.0,62748.0,39653.0,77995.0,273068.0,212691.0,10027.0,0.03795025414914966,0.2297889170463035,0.14521291399944336,0.28562482605065403,1.0,0.7788939018852447,0.03671979140726852,21994.0,98770.0,279565.0,14047.0,9495.0,65025.0,214321.0,3336.0,0.07867222291774721,0.3532988750380055,1.0,0.05024591776509935,0.0339634789762667,0.2325934934630587,0.7666231466742975,0.011932824209039043,29792.0,81718.0,273295.0,9020.0,10678.0,57450.0,202221.0,4502.0,0.10901040999652391,0.2990102270440367,1.0,0.03300462869792715,0.039071333174774514,0.21021240783768455,0.7399366984394152,0.016473041951005324
navarro,2,126.0,4418.0,1388.0,4335.0,13342.0,11163.0,984.0,0.00944386149003148,0.3311347624044371,0.1040323789536801,0.32491380602608305,1.0,0.8366811572477889,0.07375206116024584,789.0,5685.0,14488.0,205.0,789.0,3713.0,11607.0,588.0,0.05445886250690227,0.3923937051352844,1.0,0.014149641082274986,0.05445886250690227,0.2562810601877416,0.8011457758144671,0.0405853119823302,1004.0,4887.0,13935.0,115.0,855.0,3241.0,11141.0,647.0,0.07204879799067097,0.3506996770721206,1.0,0.008252601363473269,0.061356297093649086,0.23257983494797274,0.7994976677430929,0.04642985288841048
necochea,2,1585.0,13415.0,11416.0,26594.0,79523.0,59815.0,4970.0,0.019931340618437432,0.16869333400399883,0.14355595236598218,0.33441897312727137,1.0,0.7521723275027351,0.06249764219156722,7545.0,33570.0,83406.0,2016.0,1703.0,13173.0,60516.0,3134.0,0.09046111790518668,0.40248902956621824,1.0,0.02417092295518308,0.02041819533366904,0.15793827782173944,0.7255593122796921,0.03757523439560703,8722.0,27717.0,81424.0,1338.0,1842.0,12297.0,56108.0,2661.0,0.10711829436038514,0.3404033208881902,1.0,0.016432501473766948,0.02262232265671055,0.15102426802908234,0.6890842994694439,0.03268078207899391
nueve de julio,2,714.0,9197.0,4433.0,14442.0,39955.0,32223.0,2774.0,0.017870103866850208,0.2301839569515705,0.1109498185458641,0.3614566387185584,1.0,0.8064822925791515,0.06942810661994744,3424.0,17737.0,40656.0,841.0,1244.0,7245.0,31566.0,1173.0,0.08421881149153876,0.4362701692247147,1.0,0.020685753640299096,0.03059818968909878,0.17820247933884298,0.7764167650531287,0.028851829988193623,4663.0,14647.0,40871.0,567.0,1382.0,6820.0,30177.0,1292.0,0.11409067554011401,0.358371461427418,1.0,0.013872917227373932,0.03381370654008955,0.16686648234689633,0.7383474835457904,0.031611656186538134
olavarria,2,2753.0,19405.0,16217.0,25461.0,92959.0,74099.0,9033.0,0.02961520670403081,0.20874794264137952,0.1744532535849138,0.27389494293183014,1.0,0.7971148570875333,0.09717187147021805,10862.0,33400.0,94919.0,2840.0,3442.0,19229.0,73025.0,2475.0,0.11443441249907817,0.35187897049062883,1.0,0.029920247790221136,0.0362624974978666,0.202583255196536,0.7693401742538375,0.02607486383126666,13861.0,24891.0,92379.0,1914.0,3197.0,17742.0,66658.0,4193.0,0.1500449236298293,0.26944435423635243,1.0,0.020718994576689506,0.03460743242511826,0.19205663624849803,0.7215709197977895,0.04538910358414791
patagones,2,363.0,6436.0,2992.0,6617.0,24979.0,18380.0,2031.0,0.014532207053925297,0.257656431402378,0.11978061571720244,0.26490251811521676,1.0,0.7358180871932424,0.08130829897113576,2609.0,8457.0,27104.0,537.0,690.0,6630.0,19322.0,767.0,0.09625885478158205,0.3120203659976387,1.0,0.019812573789846518,0.02545749704840614,0.2446133412042503,0.712883707201889,0.02829840613931523,2901.0,6381.0,25444.0,230.0,569.0,6247.0,17551.0,868.0,0.11401509196667191,0.2507860399308285,1.0,0.00903945920452759,0.02236283603207043,0.24551957239427763,0.689789341298538,0.0341141329979563
pehuajo,2,537.0,9161.0,5135.0,8728.0,33684.0,27075.0,3143.0,0.01594228713929462,0.27196888730554564,0.15244626528915806,0.25911411946324664,1.0,0.8037940862130388,0.09330839567747298,2634.0,12457.0,34501.0,642.0,865.0,9035.0,25870.0,1220.0,0.07634561317063274,0.36106199820295065,1.0,0.018608156285325063,0.025071737051099968,0.2618764673487725,0.7498333381641112,0.03536129387553984,3902.0,9792.0,33590.0,401.0,695.0,7935.0,24148.0,1465.0,0.11616552545400417,0.29151533194403095,1.0,0.011938076808573981,0.020690681750520988,0.23623102113724323,0.7189044358440012,0.04361417088419172
pellegrini,2,32.0,764.0,810.0,2066.0,5149.0,4334.0,590.0,0.006214798990095164,0.14837832588852204,0.15731209943678384,0.40124295979801905,1.0,0.8417168382210138,0.11458535637987959,678.0,2389.0,5134.0,60.0,128.0,524.0,3828.0,270.0,0.1320607713283989,0.46532917802882745,1.0,0.01168679392286716,0.024931827035449942,0.1020646669263732,0.7456174522789248,0.05259057265290222,738.0,1963.0,5136.0,24.0,173.0,487.0,3594.0,312.0,0.14369158878504673,0.3822040498442368,1.0,0.004672897196261682,0.033683800623052956,0.0948208722741433,0.6997663551401869,0.06074766355140187
pergamino,2,2016.0,17878.0,11504.0,29690.0,86356.0,65675.0,6246.0,0.02334522210384918,0.2070267265737181,0.13321598962434572,0.34380934735281854,1.0,0.7605146139237575,0.07232850062531845,6549.0,38075.0,89457.0,2425.0,3194.0,15616.0,67776.0,2068.0,0.07320835708776284,0.42562348390847,1.0,0.0271079960204344,0.0357043048615536,0.17456431581653756,0.7576377477447265,0.023117251864024056,6940.0,29367.0,82976.0,1396.0,3991.0,13222.0,58957.0,3514.0,0.08363864249903587,0.35392161588893173,1.0,0.01682414192055534,0.048098245275742385,0.1593472811415349,0.7105307558812186,0.04234959506363286
